words,links,capital_words,spam_word_count,is_spam
385,4,2,6,1
776,7,28,7,1
644,2,16,2,1
157,1,2,1,0
56,0,0,5,0
71,0,0,2,0
992,1,18,1,1
232,10,26,3,1
285,1,2,1,0
56,0,2,1,0
78,6,17,6,1
166,2,1,2,0
151,2,1,0,0
193,2,0,8,1
390,2,3,6,0
195,3,17,6,1
658,6,27,10,1
78,9,29,9,1
169,0,2,3,0
988,6,0,3,1
239,0,4,2,0
840,1,16,5,1
196,7,19,1,1
953,8,9,4,1
90,4,27,10,1
657,1,17,3,1
656,9,13,3,1
143,5,26,4,1
206,5,3,1,0
427,2,2,1,0
905,5,5,7,1
170,5,1,0,0
530,10,21,7,1
442,1,3,1,0
368,2,26,9,1
226,1,2,2,0
318,4,25,6,1
727,8,11,8,1
161,0,1,2,0
212,4,3,0,0
218,1,1,1,0
224,0,3,2,0
242,1,1,3,0
230,2,1,1,0
889,2,24,10,1
53,2,2,2,0
278,0,1,4,0
209,0,2,2,0
424,10,1,7,1
535,3,11,3,1
171,6,14,10,1
989,10,6,2,1
197,0,2,0,0
98,6,3,6,1
72,2,1,2,0
92,1,0,1,0
102,6,19,7,1
623,4,25,3,1
929,7,19,1,1
533,2,5,4,1
871,8,6,6,1
83,4,2,1,0
517,2,18,10,1
277,2,8,1,0
954,9,8,6,1
269,0,15,5,1
148,2,3,2,0
646,4,5,7,1
186,0,2,1,0
126,1,3,0,0
880,8,24,10,1
394,1,2,2,0
446,0,2,0,0
91,0,1,0,0
632,0,24,4,1
185,1,0,7,1
80,9,8,8,1
37,1,3,2,0
43,0,5,1,0
210,2,1,0,0
177,10,11,7,1
55,2,10,5,0
213,2,8,1,0
855,4,3,10,1
322,0,2,4,0
183,5,24,9,1
586,10,29,2,1
435,2,0,1,0
138,6,26,0,1
806,10,23,7,1
81,1,8,0,0
187,1,0,2,0
55,7,22,10,1
100,3,21,1,1
71,2,2,1,0
868,7,3,9,1
158,0,11,6,1
88,7,24,7,1
214,2,0,6,0
732,6,27,7,1
151,2,2,4,0
274,1,2,2,0
755,9,6,6,1
261,10,27,6,1
237,3,1,0,0
71,2,0,2,0
117,2,3,4,0
200,0,1,1,0
222,2,0,0,0
421,7,17,5,1
494,1,2,0,0
274,0,0,1,0
140,2,0,1,0
347,9,8,0,1
81,1,3,1,0
107,1,0,2,0
382,4,1,6,0
137,0,3,1,0
743,3,4,1,1
800,3,15,3,1
159,2,9,2,0
170,10,2,6,1
545,4,4,8,1
832,8,2,10,1
885,1,25,4,1
764,10,23,3,1
579,3,9,7,1
103,4,0,2,0
367,3,2,2,0
294,0,2,6,0
92,3,29,10,1
55,2,0,1,0
399,0,3,2,0
98,2,0,2,0
234,1,0,2,0
296,2,8,1,0
194,1,4,5,0
718,6,8,4,1
791,3,22,7,1
82,3,1,10,1
92,1,3,1,0
182,4,7,8,1
26,0,0,0,0
194,1,3,1,0
531,3,17,7,1
156,4,4,0,1
696,7,30,3,1
177,0,3,4,0
62,2,3,0,0
91,1,9,5,0
223,2,0,0,0
146,0,3,0,0
210,3,2,2,0
790,9,13,1,1
148,2,15,3,1
429,4,21,9,1
272,2,3,0,0
95,1,3,1,0
68,0,1,2,0
622,5,1,7,1
777,2,5,4,1
748,10,17,1,1
101,3,0,1,1
159,0,0,0,0
672,6,16,7,1
108,1,4,0,0
334,5,5,9,1
83,1,1,0,0
220,2,1,1,0
184,2,0,0,0
404,5,10,1,1
147,1,3,0,0
253,0,3,0,0
217,1,1,2,0
188,2,24,8,1
814,0,7,9,1
996,4,19,3,1
301,1,9,2,0
188,2,17,9,1
59,1,0,1,0
108,4,3,0,0
145,6,17,7,1
261,6,5,5,1
852,3,11,6,1
475,4,15,8,1
148,3,5,1,0
956,6,5,7,1
127,0,4,0,0
156,1,0,2,0
519,6,5,10,1
122,5,3,3,1
431,1,18,10,1
54,7,14,4,1
165,5,23,0,1
26,1,3,0,0
216,1,0,1,0
391,4,22,4,1
243,2,1,2,0
237,2,2,1,0
122,2,2,2,0
152,0,10,2,0
169,9,12,8,1
32,2,1,4,0
292,0,0,5,0
225,2,1,2,0
295,1,2,5,0
813,9,11,0,1
237,1,4,3,1
122,8,12,8,1
151,0,0,5,0
317,0,1,1,0
406,6,13,1,1
77,7,4,1,1
61,4,17,3,1
195,0,0,1,0
665,9,15,8,1
678,9,14,8,1
162,5,5,9,1
212,5,2,0,0
368,1,4,1,0
305,1,5,7,1
39,0,0,0,0
400,10,27,10,1
62,2,10,1,0
171,0,3,1,0
933,8,0,3,1
220,5,3,1,0
105,1,2,0,0
823,4,7,10,1
242,0,1,1,0
25,2,7,0,0
104,3,3,8,1
306,5,8,0,0
527,4,20,9,1
239,1,0,3,0
188,0,0,2,0
227,2,0,2,0
159,1,8,0,0
140,8,26,8,1
315,3,21,3,1
259,1,3,0,0
493,3,1,4,0
396,8,24,2,1
134,5,1,0,0
164,2,26,10,1
144,2,3,1,0
136,4,1,2,0
753,4,0,2,1
712,7,23,10,1
40,1,10,3,0
82,5,2,2,0
994,9,20,1,1
162,7,30,10,1
107,2,3,2,0
257,1,1,2,0
330,2,0,2,1
218,0,1,6,1
357,9,16,1,1
274,1,3,1,0
80,0,2,6,0
613,8,15,4,1
576,0,12,3,1
155,2,1,1,0
297,2,0,2,0
67,4,7,2,0
138,0,0,2,0
37,0,1,2,0
445,1,2,1,0
343,5,5,0,0
78,0,7,1,0
130,5,13,4,1
888,2,10,0,1
781,10,3,0,1
258,1,3,1,0
786,8,9,0,1
138,6,13,5,1
208,0,3,3,0
955,8,16,10,1
363,2,0,0,0
891,9,28,0,1
668,8,5,3,1
830,5,29,5,1
149,1,0,1,0
274,0,1,1,0
102,1,2,0,0
219,0,2,1,0
878,2,4,7,1
48,1,0,0,0
212,0,0,2,0
299,8,0,10,1
186,2,2,2,0
139,5,3,2,0
247,2,0,0,0
434,0,1,4,0
993,5,18,5,1
643,5,27,6,1
77,5,2,1,0
328,0,12,6,1
80,10,25,7,1
168,1,0,1,0
145,0,0,1,0
332,10,13,1,1
661,7,14,7,1
575,5,27,4,1
678,3,22,3,1
584,9,12,1,1
937,3,20,4,1
150,0,3,2,0
238,0,2,2,0
183,2,0,5,0
129,3,30,1,1
136,0,1,2,0
124,2,0,8,1
58,1,0,1,0
200,4,0,2,0
277,2,1,2,0
201,2,9,2,0
57,7,5,1,1
205,1,5,6,0
383,8,0,0,1
198,3,19,4,1
754,6,17,9,1
339,5,19,9,1
695,3,25,10,1
56,4,30,8,1
671,6,18,0,1
153,2,4,0,0
402,3,4,10,1
912,10,5,0,1
109,1,2,2,0
739,2,23,10,1
191,2,1,4,1
418,0,2,2,0
218,1,3,3,0
182,2,15,8,1
58,3,1,10,1
229,5,10,0,0
131,2,27,10,1
208,2,1,1,0
477,2,25,10,1
189,1,2,1,0
170,4,20,7,1
473,4,12,9,1
411,2,3,2,0
299,1,2,0,0
554,5,7,6,1
447,6,21,9,1
432,2,2,4,0
303,2,12,9,1
57,1,2,4,0
439,3,27,9,1
252,2,26,6,1
221,0,2,1,0
257,1,8,0,0
426,1,0,0,0
716,0,2,6,1
402,2,3,2,0
170,2,1,2,0
459,1,0,2,0
149,1,0,0,0
946,7,16,10,1
226,3,19,4,1
90,2,1,1,0
480,3,11,1,1
23,4,2,6,0
100,2,1,2,0
841,9,1,1,1
380,4,4,7,1
764,3,13,3,1
473,1,0,1,0
630,8,27,5,1
237,2,3,6,0
309,3,3,10,1
927,8,9,9,1
139,1,0,3,0
364,3,23,6,1
396,4,11,7,1
275,2,2,2,0
382,1,14,0,1
51,2,24,3,1
706,6,7,4,1
141,7,19,3,1
60,1,3,0,0
909,9,12,7,1
474,8,23,6,1
826,7,5,0,1
130,0,4,2,0
150,2,3,1,0
48,0,1,5,0
409,10,25,4,1
258,2,1,4,1
154,9,25,10,1
237,8,10,3,1
313,10,28,10,1
290,0,9,3,0
233,0,3,2,0
82,7,28,9,1
850,6,4,3,1
121,0,17,4,1
794,0,27,6,1
868,9,14,5,1
198,1,3,9,1
720,7,8,10,1
183,6,22,6,1
224,1,3,2,0
79,0,2,0,0
227,1,0,4,0
78,5,3,2,0
216,0,6,6,0
195,5,6,1,1
468,0,0,0,0
613,2,10,9,1
298,3,22,8,1
30,1,2,2,0
841,2,28,8,1
134,2,16,2,1
66,1,3,2,0
399,9,21,2,1
137,2,30,10,1
200,1,0,0,0
277,1,5,2,0
263,0,2,2,0
490,1,2,6,0
777,3,28,3,1
739,3,5,1,1
97,2,3,0,0
288,2,2,2,0
558,6,24,5,1
123,10,9,4,1
522,9,16,10,1
719,4,5,5,1
484,0,28,4,1
884,4,5,8,1
250,3,7,0,0
263,2,3,0,0
205,1,0,2,0
64,1,4,2,0
130,2,0,0,0
242,0,3,0,0
192,10,23,6,1
134,2,1,2,0
325,6,3,8,1
298,2,2,3,0
269,3,0,1,0
74,2,0,8,1
393,10,5,4,1
292,1,3,0,0
367,2,2,1,0
723,6,18,3,1
211,1,2,0,0
143,8,30,6,1
382,5,4,9,1
292,1,3,1,0
979,5,1,7,1
247,2,2,0,0
668,9,1,5,1
482,3,16,6,1
192,3,9,9,1
119,0,3,1,0
270,2,1,1,0
163,0,3,4,0
35,0,1,1,0
54,2,11,5,1
51,0,2,2,0
107,6,24,0,1
86,0,0,1,0
579,3,7,10,1
292,1,0,1,0
394,3,4,3,1
476,2,1,9,1
302,7,15,0,1
58,2,1,0,0
68,1,1,6,0
780,9,7,3,1
264,2,1,0,0
83,8,14,8,1
193,4,1,2,0
487,5,3,2,0
122,0,8,1,1
238,1,7,2,0
189,2,3,1,0
205,4,3,3,1
79,4,0,2,0
344,9,1,1,1
138,0,3,2,0
284,1,3,0,0
168,1,2,0,0
865,7,10,8,1
87,3,0,2,0
502,2,4,5,1
891,3,18,4,1
215,1,1,0,0
239,2,0,0,0
500,5,8,7,1
924,8,15,10,1
149,1,8,10,1
97,2,2,0,0
34,2,1,0,0
180,2,5,8,1
232,0,0,1,0
912,9,5,9,1
887,10,16,3,1
261,0,0,4,0
26,2,1,1,0
528,9,16,9,1
266,3,15,6,1
235,1,0,1,0
180,1,2,0,0
158,6,19,1,1
92,2,5,1,1
249,7,6,3,1
141,6,1,0,1
161,0,2,0,0
879,5,7,8,1
208,2,1,0,0
192,2,3,2,0
270,2,3,1,0
848,8,0,3,1
496,2,2,2,0
67,1,0,4,0
863,2,22,10,1
261,1,3,0,0
51,1,1,0,0
205,0,0,2,0
394,9,3,8,1
721,4,21,9,1
375,3,23,9,1
652,2,9,6,1
838,2,2,3,1
228,2,8,0,0
237,0,3,2,0
119,10,13,5,1
83,10,5,4,1
109,1,3,0,0
233,4,8,2,0
271,1,9,0,0
242,4,0,1,0
338,6,25,4,1
132,2,2,6,0
247,3,3,8,1
710,9,14,0,1
569,3,1,8,1
758,2,21,3,1
366,2,1,1,0
405,0,5,2,1
242,1,0,0,0
92,4,5,2,0
835,8,6,8,1
120,1,3,0,0
141,0,12,4,1
239,1,0,2,0
374,4,10,9,1
672,10,7,10,1
125,1,27,4,1
208,1,2,0,0
905,4,5,8,1
167,0,2,0,0
127,9,17,8,1
82,10,8,0,1
263,1,0,2,0
118,3,23,1,1
254,5,3,2,0
432,9,14,3,1
866,7,5,8,1
180,7,21,4,1
867,1,3,4,1
268,0,2,2,0
997,6,6,7,1
283,4,26,6,1
707,3,23,8,1
208,5,3,0,0
426,10,29,2,1
249,5,2,2,0
429,2,1,2,0
480,2,3,0,0
550,4,19,4,1
73,1,1,2,0
170,0,2,1,0
200,0,0,2,0
599,2,18,9,1
216,1,1,2,0
451,2,19,3,1
36,3,0,2,0
190,1,1,1,0
300,1,3,0,0
250,10,0,4,1
110,1,18,9,1
239,2,2,2,0
214,0,2,3,0
691,7,26,10,1
203,7,28,3,1
549,3,22,5,1
193,2,3,1,0
116,3,30,3,1
113,2,9,2,0
66,1,10,2,0
755,10,26,5,1
45,2,3,2,0
181,2,12,2,1
350,9,7,1,1
705,2,5,10,1
708,3,7,8,1
683,5,0,2,1
67,7,22,9,1
178,1,2,2,0
891,3,10,7,1
81,10,24,4,1
456,7,24,9,1
298,3,1,2,0
148,0,0,2,0
342,10,8,4,1
96,1,0,2,0
498,3,10,4,1
878,5,4,5,1
949,8,19,9,1
128,2,3,1,0
467,8,1,8,1
167,5,3,4,0
436,10,10,1,1
179,5,9,9,1
590,5,5,8,1
85,9,0,7,1
190,9,18,8,1
316,8,11,8,1
85,0,2,1,0
374,10,30,5,1
171,1,2,0,0
174,2,1,1,0
254,1,2,2,0
460,4,0,1,0
158,1,3,0,0
103,4,3,7,1
824,2,4,3,1
240,1,2,1,0
96,2,0,1,0
848,2,1,4,1
275,0,0,3,0
759,8,11,8,1
414,5,2,7,1
38,1,3,2,0
90,1,3,2,0
70,2,3,0,0
351,10,7,4,1
137,1,3,0,0
98,2,0,3,0
35,2,0,2,0
663,6,22,9,1
291,1,1,2,0
154,2,3,5,0
290,3,2,2,0
203,0,7,2,0
286,4,3,2,0
27,0,2,0,0
278,0,2,1,0
177,2,13,8,1
718,5,11,9,1
356,2,1,8,1
611,4,21,5,1
241,2,10,2,0
487,0,2,1,0
792,4,1,4,1
383,0,3,1,0
938,2,6,9,1
375,2,0,2,0
50,1,3,0,0
41,1,3,3,0
294,2,3,0,0
505,4,25,6,1
20,1,2,2,0
26,4,1,1,0
132,1,0,0,0
83,2,0,0,0
76,0,7,6,0
179,0,3,0,0
323,9,20,7,1
193,2,1,1,1
209,3,0,6,0
65,2,2,2,0
142,2,10,3,1
127,0,2,2,0
477,10,15,8,1
846,2,23,1,1
236,1,0,2,0
430,8,16,3,1
184,0,18,5,1
300,5,3,6,1
228,1,0,0,0
105,1,3,5,0
105,1,2,1,0
186,0,4,0,0
130,1,2,5,0
251,3,27,6,1
495,1,1,3,0
74,1,3,0,0
279,0,3,1,0
266,0,0,3,0
262,2,0,0,0
208,2,15,0,1
229,0,4,1,0
209,1,2,0,0
244,2,0,0,0
38,2,0,6,0
342,1,2,0,0
496,4,4,0,1
219,0,0,2,0
484,9,7,10,1
371,0,1,3,1
820,10,5,9,1
343,0,2,1,0
281,1,1,2,0
723,7,13,10,1
638,5,29,8,1
326,1,2,0,0
130,2,1,6,0
103,3,23,4,1
471,6,5,5,1
97,0,3,0,0
96,1,0,0,0
132,0,10,0,0
395,1,3,4,0
223,1,3,1,0
459,7,27,3,1
652,5,3,3,1
167,5,3,1,0
828,8,12,4,1
653,6,21,2,1
303,8,23,8,1
664,10,6,7,1
178,0,1,0,0
233,1,2,0,0
355,5,13,4,1
761,3,8,4,1
425,3,13,5,1
197,10,21,8,1
221,1,2,0,0
361,3,14,10,1
148,2,0,2,0
125,2,3,6,0
879,8,19,6,1
165,1,1,1,0
231,1,3,4,0
286,1,10,2,0
283,2,0,1,0
210,0,0,1,0
587,6,1,10,1
56,3,1,2,0
973,9,27,9,1
218,2,3,1,0
552,0,13,4,1
262,0,3,1,0
145,1,5,5,0
632,4,24,4,1
50,10,0,4,1
274,1,1,0,0
991,5,26,3,1
283,3,3,0,0
401,0,1,0,0
798,5,12,7,1
742,7,6,3,1
170,8,23,4,1
202,1,3,0,0
875,2,21,7,1
325,2,3,0,0
237,1,1,1,0
218,1,2,2,0
53,3,8,4,1
386,10,26,2,1
158,2,4,1,0
243,4,14,3,1
423,1,0,0,0
340,0,2,2,0
721,3,5,0,1
133,0,1,0,0
122,4,0,4,0
197,1,10,0,0
595,3,30,6,1
37,2,2,2,0
119,2,0,5,0
142,0,2,0,0
858,5,12,3,1
106,8,3,6,1
984,4,17,9,1
731,10,0,8,1
225,3,2,1,0
133,0,1,1,0
289,0,0,2,0
120,1,5,0,0
352,0,1,2,0
984,6,20,4,1
224,4,26,2,1
114,8,4,2,1
94,1,3,0,0
419,2,10,3,1
168,0,7,10,1
316,3,3,5,1
282,4,26,6,1
25,5,2,1,0
158,9,25,9,1
187,4,10,3,0
260,3,2,1,0
194,0,3,1,0
134,4,3,1,0
212,10,6,3,1
72,2,17,1,1
40,4,3,0,0
241,2,5,4,1
106,5,3,1,0
165,4,3,1,0
383,0,19,4,1
131,10,16,7,1
181,0,4,1,0
812,7,11,6,1
60,2,3,2,0
610,8,18,3,1
181,1,4,3,0
63,0,17,4,1
764,6,14,10,1
167,2,13,1,1
118,4,6,10,1
322,5,2,1,0
149,3,1,2,0
300,1,4,1,0
278,4,1,3,0
706,0,17,6,1
69,7,27,6,1
116,2,5,0,0
651,10,1,9,1
784,2,5,10,1
557,2,25,1,1
589,10,8,8,1
653,9,30,9,1
287,5,14,10,1
114,0,2,0,0
526,2,24,6,1
220,3,13,3,1
89,1,2,1,0
244,9,4,10,1
146,0,2,1,0
135,3,23,9,1
192,1,9,2,0
560,9,11,0,1
83,1,2,1,0
182,2,5,4,0
195,2,1,1,0
60,4,0,0,0
351,2,23,0,1
97,10,6,7,1
150,1,10,1,0
184,2,1,1,0
228,1,0,2,0
253,0,3,1,0
623,3,15,10,1
237,3,0,6,0
171,1,7,0,0
345,2,1,1,0
44,0,0,2,0
151,3,26,10,1
352,0,3,0,0
990,3,6,5,1
282,0,1,4,0
649,6,2,0,1
236,2,1,2,0
198,4,27,10,1
20,2,2,0,0
183,9,5,9,1
81,0,2,2,0
54,2,3,2,0
283,8,30,1,1
172,0,0,3,0
134,1,1,3,0
127,0,0,2,0
69,0,3,1,0
540,8,0,8,1
92,1,1,1,0
284,2,6,1,0
134,4,15,7,1
139,3,21,4,1
892,5,6,5,1
145,1,3,0,0
59,2,0,0,0
27,2,2,0,0
614,4,28,0,1
962,2,19,8,1
40,1,5,0,0
211,1,9,0,0
215,1,1,0,0
694,3,23,5,1
460,3,15,4,1
52,1,1,2,0
207,2,9,2,0
107,6,14,3,1
184,9,28,7,1
62,1,18,2,1
149,1,0,1,0
161,4,8,8,1
142,2,1,0,0
151,2,9,9,1
930,0,5,7,1
288,3,6,1,0
78,6,5,10,1
210,4,0,1,0
49,1,2,1,0
495,6,4,9,1
247,1,7,6,1
615,7,7,7,1
177,1,1,2,0
873,2,16,7,1
459,2,0,1,0
825,6,21,8,1
192,2,30,7,1
235,8,2,3,1
89,2,3,1,0
633,8,19,7,1
296,2,28,9,1
267,1,4,1,0
231,0,4,2,0
910,9,9,5,1
372,1,2,2,0
176,0,1,1,0
125,6,24,5,1
185,3,3,3,0
614,0,16,5,1
179,2,10,0,0
825,3,22,10,1
825,5,5,0,1
87,0,3,2,0
543,5,2,5,1
275,0,1,3,0
373,4,1,3,0
816,2,1,2,1
765,6,9,7,1
192,0,29,4,1
177,4,3,5,0
960,9,19,8,1
116,10,5,0,1
471,2,9,6,1
402,2,3,2,0
538,2,16,0,1
187,2,3,0,0
53,1,3,2,0
679,3,16,5,1
260,1,1,0,0
740,9,17,3,1
871,8,5,4,1
241,2,3,1,0
904,3,23,7,1
235,0,0,1,0
99,2,2,2,0
733,3,0,5,1
132,5,3,1,0
89,4,26,4,1
25,4,0,5,0
812,10,6,3,1
765,1,26,10,1
154,2,23,9,1
885,3,14,5,1
679,8,7,10,1
623,8,10,2,1
279,5,2,2,0
730,3,17,10,1
176,2,1,2,0
186,2,1,1,0
140,10,21,9,1
111,2,7,3,1
200,2,1,2,0
232,1,2,2,0
174,1,4,2,0
124,2,29,5,1
212,4,1,10,1
106,1,0,2,0
679,10,7,6,1
208,0,3,4,0
454,2,3,5,0
333,1,5,10,1
99,2,3,3,0
209,0,2,1,0
326,3,10,5,0
420,0,11,4,1
159,3,0,2,0
491,1,10,3,0
119,8,24,8,1
218,1,6,2,0
789,10,8,9,1
58,1,3,1,0
451,2,5,3,1
612,7,16,0,1
910,1,7,4,1
114,8,6,9,1
292,2,3,0,0
256,6,7,2,1
941,9,8,0,1
269,4,1,2,0
253,1,0,2,0
240,1,0,2,0
47,2,0,2,0
109,2,1,2,0
261,1,2,2,0
184,2,0,6,0
175,1,3,1,0
233,3,26,5,1
257,0,2,0,0
187,8,15,6,1
217,1,22,4,1
682,4,16,3,1
103,1,2,1,0
156,1,0,1,0
304,10,12,5,1
175,5,6,9,1
293,6,27,10,1
199,4,24,8,1
295,2,23,4,1
853,10,18,3,1
195,1,2,2,0
100,2,10,2,1
293,1,3,0,0
892,9,20,3,1
108,6,9,2,1
143,4,5,4,1
531,3,25,3,1
824,1,0,8,1
254,4,4,8,1
107,10,11,1,1
122,1,3,1,0
613,2,13,5,1
429,2,24,6,1
136,4,16,10,1
100,3,11,8,1
174,1,2,2,0
42,1,3,1,0
264,1,2,2,0
65,2,8,0,0
118,1,3,0,0
231,4,0,1,0
935,5,28,6,1
487,2,0,0,0
387,3,19,3,1
242,2,3,5,0
214,5,29,4,1
250,1,3,2,0
127,2,0,4,0
142,4,0,0,0
318,9,12,0,1
121,1,3,6,0
652,10,12,6,1
256,0,1,1,0
183,8,13,9,1
48,1,1,0,0
655,1,28,3,1
190,2,27,9,1
68,1,1,1,0
207,2,2,2,0
743,10,15,10,1
162,9,4,10,1
99,10,8,7,1
709,4,0,3,1
46,2,1,0,0
174,1,2,3,0
157,2,16,10,1
336,2,9,9,1
194,2,1,0,0
116,1,3,0,0
213,2,1,1,0
614,9,19,7,1
176,8,24,1,1
328,10,1,4,1
220,2,0,1,0
289,1,2,0,0
206,0,2,2,0
184,2,3,2,0
244,2,0,1,0
85,0,3,1,0
464,2,3,1,1
642,5,6,6,1
325,9,11,5,1
241,1,5,1,0
102,1,1,1,0
251,2,2,2,0
35,2,2,5,0
428,9,5,2,1
911,0,5,8,1
243,2,2,2,0
62,10,1,9,1
294,0,2,5,0
187,2,4,3,0
55,3,2,10,1
194,10,27,5,1
161,1,3,1,0
272,1,3,0,0
497,6,2,4,1
877,9,20,5,1
336,3,27,0,1
269,5,2,1,0
585,9,9,0,1
99,0,1,1,0
213,0,1,5,1
35,2,3,2,0
694,2,16,7,1
164,1,2,5,0
50,4,1,1,0
228,1,1,5,0
288,3,1,1,0
240,0,2,0,0
75,0,2,1,0
944,3,23,7,1
363,1,2,0,0
